icd10_pcs_5char,approach,nhsn_category,intraperitoneal_proxy,source,rationale
0RBX0,0,,0,default_zero_unmatched,unmatched_default_0
0RD03,3,,0,default_zero_unmatched,unmatched_default_0
0RDXX,X,,0,default_zero_unmatched,unmatched_default_0
0RG00,0,FUSN,0,cdc_nhsn_primary,FUSN + approach 0 -> 0
0RG10,0,FUSN,0,cdc_nhsn_primary,FUSN + approach 0 -> 0
0RG30,0,,0,default_zero_unmatched,unmatched_default_0
0RG60,0,FUSN,0,cdc_nhsn_primary,FUSN + approach 0 -> 0
0RGB0,0,,0,default_zero_unmatched,unmatched_default_0
0RGL0,0,,0,default_zero_unmatched,unmatched_default_0
0RGM0,0,,0,default_zero_unmatched,unmatched_default_0
0RGN0,0,,0,default_zero_unmatched,unmatched_default_0
0RGQ0,0,,0,default_zero_unmatched,unmatched_default_0
0RGU0,0,,0,default_zero_unmatched,unmatched_default_0
0RGV0,0,,0,default_zero_unmatched,unmatched_default_0
0RGW0,0,,0,default_zero_unmatched,unmatched_default_0
0RGX0,0,,0,default_zero_unmatched,unmatched_default_0
0RH00,0,,0,default_zero_unmatched,unmatched_default_0
0RHE0,0,,0,default_zero_unmatched,unmatched_default_0
0RHEX,X,,0,default_zero_unmatched,unmatched_default_0
0RHK4,4,,0,default_zero_unmatched,unmatched_default_0
0RHL0,0,,0,default_zero_unmatched,unmatched_default_0
0RHM0,0,,0,default_zero_unmatched,unmatched_default_0
0RHN0,0,,0,default_zero_unmatched,unmatched_default_0
0RHP0,0,,0,default_zero_unmatched,unmatched_default_0
0RHW0,0,,0,default_zero_unmatched,unmatched_default_0
0RHX0,0,,0,default_zero_unmatched,unmatched_default_0
0RJ04,4,,0,default_zero_unmatched,unmatched_default_0
0RJJ4,4,,0,default_zero_unmatched,unmatched_default_0
0RJK4,4,,0,default_zero_unmatched,unmatched_default_0
0RN0X,X,,0,default_zero_unmatched,unmatched_default_0
0RNX0,0,,0,default_zero_unmatched,unmatched_default_0
0RNXX,X,,0,default_zero_unmatched,unmatched_default_0
0RP00,0,,0,default_zero_unmatched,unmatched_default_0
0RPW0,0,,0,default_zero_unmatched,unmatched_default_0
0RPX0,0,,0,default_zero_unmatched,unmatched_default_0
0RQ00,0,,0,default_zero_unmatched,unmatched_default_0
0RQ0X,X,,0,default_zero_unmatched,unmatched_default_0
0RQ30,0,,0,default_zero_unmatched,unmatched_default_0
0RQE4,4,,0,default_zero_unmatched,unmatched_default_0
0RQF4,4,,0,default_zero_unmatched,unmatched_default_0
0RQJ4,4,,0,default_zero_unmatched,unmatched_default_0
0RQK4,4,,0,default_zero_unmatched,unmatched_default_0
0RQN0,0,,0,default_zero_unmatched,unmatched_default_0
0RQP0,0,,0,default_zero_unmatched,unmatched_default_0
0RQQ0,0,,0,default_zero_unmatched,unmatched_default_0
0RQR0,0,,0,default_zero_unmatched,unmatched_default_0
0RQW0,0,,0,default_zero_unmatched,unmatched_default_0
0RQX0,0,,0,default_zero_unmatched,unmatched_default_0
0RR00,0,,0,default_zero_unmatched,unmatched_default_0
0RRJ0,0,,0,default_zero_unmatched,unmatched_default_0
0RRK0,0,,0,default_zero_unmatched,unmatched_default_0
0RS00,0,,0,default_zero_unmatched,unmatched_default_0
0RSE0,0,,0,default_zero_unmatched,unmatched_default_0
0RSE4,4,,0,default_zero_unmatched,unmatched_default_0
0RSF0,0,,0,default_zero_unmatched,unmatched_default_0
0RSF4,4,,0,default_zero_unmatched,unmatched_default_0
0RSJ0,0,,0,default_zero_unmatched,unmatched_default_0
0RSJ3,3,,0,default_zero_unmatched,unmatched_default_0
0RSL0,0,,0,default_zero_unmatched,unmatched_default_0
0RSW3,3,,0,default_zero_unmatched,unmatched_default_0
0RSX0,0,,0,default_zero_unmatched,unmatched_default_0
0RWG0,0,,0,default_zero_unmatched,unmatched_default_0
0RWM0,0,,0,default_zero_unmatched,unmatched_default_0
0RY00,0,,0,default_zero_unmatched,unmatched_default_0
0S1D0,0,,0,default_zero_unmatched,unmatched_default_0
0S6C0,0,,0,default_zero_unmatched,unmatched_default_0
0S8C0,0,,0,default_zero_unmatched,unmatched_default_0
0S8C4,4,,0,default_zero_unmatched,unmatched_default_0
0S8D0,0,,0,default_zero_unmatched,unmatched_default_0
0S8D4,4,,0,default_zero_unmatched,unmatched_default_0
0S8H0,0,,0,default_zero_unmatched,unmatched_default_0
0S8J0,0,,0,default_zero_unmatched,unmatched_default_0
0S8N0,0,,0,default_zero_unmatched,unmatched_default_0
0S8Q0,0,,0,default_zero_unmatched,unmatched_default_0
0S9C0,0,,0,default_zero_unmatched,unmatched_default_0
0S9D0,0,,0,default_zero_unmatched,unmatched_default_0
0S9D4,4,,0,default_zero_unmatched,unmatched_default_0
0S9F0,0,,0,default_zero_unmatched,unmatched_default_0
0S9J0,0,,0,default_zero_unmatched,unmatched_default_0
0SB00,0,,0,default_zero_unmatched,unmatched_default_0
0SB90,0,,0,default_zero_unmatched,unmatched_default_0
0SB94,4,,0,default_zero_unmatched,unmatched_default_0
0SB9X,X,,0,default_zero_unmatched,unmatched_default_0
0SBA0,0,,0,default_zero_unmatched,unmatched_default_0
0SBB0,0,,0,default_zero_unmatched,unmatched_default_0
0SBB4,4,,0,default_zero_unmatched,unmatched_default_0
0SBC0,0,,0,default_zero_unmatched,unmatched_default_0
0SBC4,4,,0,default_zero_unmatched,unmatched_default_0
0SBCX,X,,0,default_zero_unmatched,unmatched_default_0
0SBD0,0,,0,default_zero_unmatched,unmatched_default_0
0SBD4,4,,0,default_zero_unmatched,unmatched_default_0
0SBF0,0,,0,default_zero_unmatched,unmatched_default_0
0SBF4,4,,0,default_zero_unmatched,unmatched_default_0
0SBG0,0,,0,default_zero_unmatched,unmatched_default_0
0SBG4,4,,0,default_zero_unmatched,unmatched_default_0
0SBH0,0,,0,default_zero_unmatched,unmatched_default_0
0SBJ0,0,,0,default_zero_unmatched,unmatched_default_0
0SBM0,0,,0,default_zero_unmatched,unmatched_default_0
0SBN0,0,,0,default_zero_unmatched,unmatched_default_0
0SCC0,0,,0,default_zero_unmatched,unmatched_default_0
0SD90,0,,0,default_zero_unmatched,unmatched_default_0
0SDC0,0,,0,default_zero_unmatched,unmatched_default_0
0SDCX,X,,0,default_zero_unmatched,unmatched_default_0
0SDD0,0,,0,default_zero_unmatched,unmatched_default_0
0SDDX,X,,0,default_zero_unmatched,unmatched_default_0
0SDG0,0,,0,default_zero_unmatched,unmatched_default_0
0SG00,0,FUSN,0,cdc_nhsn_primary,FUSN + approach 0 -> 0
0SG50,0,,0,default_zero_unmatched,unmatched_default_0
0SGA0,0,,0,default_zero_unmatched,unmatched_default_0
0SGC0,0,,0,default_zero_unmatched,unmatched_default_0
0SGD0,0,,0,default_zero_unmatched,unmatched_default_0
0SGF0,0,,0,default_zero_unmatched,unmatched_default_0
0SGG0,0,,0,default_zero_unmatched,unmatched_default_0
0SGH0,0,,0,default_zero_unmatched,unmatched_default_0
0SGJ0,0,,0,default_zero_unmatched,unmatched_default_0
0SGJ4,4,,0,default_zero_unmatched,unmatched_default_0
0SGK0,0,,0,default_zero_unmatched,unmatched_default_0
0SGL0,0,,0,default_zero_unmatched,unmatched_default_0
0SGM0,0,,0,default_zero_unmatched,unmatched_default_0
0SGN0,0,,0,default_zero_unmatched,unmatched_default_0
0SHA0,0,,0,default_zero_unmatched,unmatched_default_0
0SHC0,0,,0,default_zero_unmatched,unmatched_default_0
0SHD0,0,,0,default_zero_unmatched,unmatched_default_0
0SHF0,0,,0,default_zero_unmatched,unmatched_default_0
0SHG0,0,,0,default_zero_unmatched,unmatched_default_0
0SHG3,3,,0,default_zero_unmatched,unmatched_default_0
0SHG4,4,,0,default_zero_unmatched,unmatched_default_0
0SHH0,0,,0,default_zero_unmatched,unmatched_default_0
0SHJ0,0,,0,default_zero_unmatched,unmatched_default_0
0SHM0,0,,0,default_zero_unmatched,unmatched_default_0
0SHP0,0,,0,default_zero_unmatched,unmatched_default_0
0SJ94,4,,0,default_zero_unmatched,unmatched_default_0
0SJA4,4,,0,default_zero_unmatched,unmatched_default_0
0SJB4,4,,0,default_zero_unmatched,unmatched_default_0
0SJC0,0,,0,default_zero_unmatched,unmatched_default_0
0SJC4,4,,0,default_zero_unmatched,unmatched_default_0
0SJCX,X,,0,default_zero_unmatched,unmatched_default_0
0SJD0,0,,0,default_zero_unmatched,unmatched_default_0
0SJD4,4,,0,default_zero_unmatched,unmatched_default_0
0SJF4,4,,0,default_zero_unmatched,unmatched_default_0
0SJG4,4,,0,default_zero_unmatched,unmatched_default_0
0SJH4,4,,0,default_zero_unmatched,unmatched_default_0
0SMF0,0,,0,default_zero_unmatched,unmatched_default_0
0SNC0,0,,0,default_zero_unmatched,unmatched_default_0
0SND0,0,,0,default_zero_unmatched,unmatched_default_0
0SNH0,0,,0,default_zero_unmatched,unmatched_default_0
0SNN0,0,,0,default_zero_unmatched,unmatched_default_0
0SP00,0,,0,default_zero_unmatched,unmatched_default_0
0SP90,0,HPRO,0,cdc_nhsn_primary,HPRO + approach 0 -> 0
0SPC0,0,KPRO,0,cdc_nhsn_primary,KPRO + approach 0 -> 0
0SPD0,0,KPRO,0,cdc_nhsn_primary,KPRO + approach 0 -> 0
0SPF0,0,,0,default_zero_unmatched,unmatched_default_0
0SPG0,0,,0,default_zero_unmatched,unmatched_default_0
0SPJ0,0,,0,default_zero_unmatched,unmatched_default_0
0SQ90,0,,0,default_zero_unmatched,unmatched_default_0
0SQA0,0,,0,default_zero_unmatched,unmatched_default_0
0SQC0,0,,0,default_zero_unmatched,unmatched_default_0
0SQC4,4,,0,default_zero_unmatched,unmatched_default_0
0SQD0,0,,0,default_zero_unmatched,unmatched_default_0
0SQD4,4,,0,default_zero_unmatched,unmatched_default_0
0SQF0,0,,0,default_zero_unmatched,unmatched_default_0
0SQF4,4,,0,default_zero_unmatched,unmatched_default_0
0SQG0,0,,0,default_zero_unmatched,unmatched_default_0
0SQG4,4,,0,default_zero_unmatched,unmatched_default_0
0SQH4,4,,0,default_zero_unmatched,unmatched_default_0
0SQJ4,4,,0,default_zero_unmatched,unmatched_default_0
0SQN0,0,,0,default_zero_unmatched,unmatched_default_0
0SR90,0,HPRO,0,cdc_nhsn_primary,HPRO + approach 0 -> 0
0SRA0,0,HPRO,0,cdc_nhsn_primary,HPRO + approach 0 -> 0
0SRB0,0,HPRO,0,cdc_nhsn_primary,HPRO + approach 0 -> 0
0SRC0,0,KPRO,0,cdc_nhsn_primary,KPRO + approach 0 -> 0
0SRC3,3,,0,default_zero_unmatched,unmatched_default_0
0SRD0,0,KPRO,0,cdc_nhsn_primary,KPRO + approach 0 -> 0
0SRF0,0,,0,default_zero_unmatched,unmatched_default_0
0SRG0,0,,0,default_zero_unmatched,unmatched_default_0
0SRH0,0,,0,default_zero_unmatched,unmatched_default_0
0SRJ0,0,,0,default_zero_unmatched,unmatched_default_0
0SRP0,0,,0,default_zero_unmatched,unmatched_default_0
0SRQ0,0,,0,default_zero_unmatched,unmatched_default_0
0SS90,0,,0,default_zero_unmatched,unmatched_default_0
0SSF0,0,,0,default_zero_unmatched,unmatched_default_0
0SSG0,0,,0,default_zero_unmatched,unmatched_default_0
0ST90,0,,0,default_zero_unmatched,unmatched_default_0
0SW90,0,HPRO,0,cdc_nhsn_primary,HPRO + approach 0 -> 0
0SW9X,X,,0,default_zero_unmatched,unmatched_default_0
0SWA0,0,HPRO,0,cdc_nhsn_primary,HPRO + approach 0 -> 0
0SWB0,0,HPRO,0,cdc_nhsn_primary,HPRO + approach 0 -> 0
0SWBX,X,,0,default_zero_unmatched,unmatched_default_0
0SWC0,0,KPRO,0,cdc_nhsn_primary,KPRO + approach 0 -> 0
0SWD0,0,KPRO,0,cdc_nhsn_primary,KPRO + approach 0 -> 0
0SWF0,0,,0,default_zero_unmatched,unmatched_default_0
0SWG0,0,,0,default_zero_unmatched,unmatched_default_0
0SY00,0,,0,default_zero_unmatched,unmatched_default_0
0SYC0,0,,0,default_zero_unmatched,unmatched_default_0
0SYD0,0,,0,default_zero_unmatched,unmatched_default_0
0SYD4,4,,0,default_zero_unmatched,unmatched_default_0
0T0B0,0,,0,default_zero_unmatched,unmatched_default_0
0T0D7,7,,0,default_zero_unmatched,unmatched_default_0
0T100,0,,0,default_zero_unmatched,unmatched_default_0
0T13X,X,,0,default_zero_unmatched,unmatched_default_0
0T140,0,NEPH,0,cdc_nhsn_primary,NEPH + approach 0 -> 0
0T160,0,,0,expert_review_override,expert_review_override_0_ureter_to_bladder_diversion
0T164,4,,0,expert_review_override,expert_review_override_0_ureter_to_bladder_diversion
0T167,7,,0,default_zero_unmatched,unmatched_default_0
0T170,0,,0,expert_review_override,expert_review_override_0_ureter_to_bladder_diversion
0T174,4,,0,expert_review_override,expert_review_override_0_ureter_to_bladder_diversion
0T190,0,,0,default_zero_unmatched,unmatched_default_0
0T1B0,0,,0,expert_review_override,expert_review_override_0_bladder_diversion
0T1B4,4,,0,expert_review_override,expert_review_override_0_bladder_diversion
0T1BD,D,,0,default_zero_unmatched,unmatched_default_0
0T710,0,,0,default_zero_unmatched,unmatched_default_0
0T760,0,,0,default_zero_unmatched,unmatched_default_0
0T767,7,,0,default_zero_unmatched,unmatched_default_0
0T770,0,,0,default_zero_unmatched,unmatched_default_0
0T7B7,7,,0,default_zero_unmatched,unmatched_default_0
0T7B8,8,,0,default_zero_unmatched,unmatched_default_0
0T7CX,X,,0,default_zero_unmatched,unmatched_default_0
0T7D0,0,,0,default_zero_unmatched,unmatched_default_0
0T7D7,7,,0,default_zero_unmatched,unmatched_default_0
0T904,4,NEPH,0,cdc_nhsn_primary,NEPH + approach 4 -> 0
0T907,7,,0,default_zero_unmatched,unmatched_default_0
0T930,0,NEPH,0,cdc_nhsn_primary,NEPH + approach 0 -> 0
0T960,0,,0,default_zero_unmatched,unmatched_default_0
0T967,7,,0,default_zero_unmatched,unmatched_default_0
0T968,8,,0,default_zero_unmatched,unmatched_default_0
0T970,0,,0,default_zero_unmatched,unmatched_default_0
0T977,7,,0,default_zero_unmatched,unmatched_default_0
0T978,8,,0,default_zero_unmatched,unmatched_default_0
0T9B0,0,,0,default_zero_unmatched,unmatched_default_0
0T9B3,3,,0,default_zero_unmatched,unmatched_default_0
0T9B7,7,,0,default_zero_unmatched,unmatched_default_0
0TB00,0,NEPH,0,cdc_nhsn_primary,NEPH + approach 0 -> 0
0TB04,4,NEPH,0,cdc_nhsn_primary,NEPH + approach 4 -> 0
0TB10,0,NEPH,0,cdc_nhsn_primary,NEPH + approach 0 -> 0
0TB14,4,NEPH,0,cdc_nhsn_primary,NEPH + approach 4 -> 0
0TB60,0,,0,default_zero_unmatched,unmatched_default_0
0TB64,4,,0,default_zero_unmatched,unmatched_default_0
0TB67,7,,0,default_zero_unmatched,unmatched_default_0
0TB6X,X,,0,default_zero_unmatched,unmatched_default_0
0TB70,0,,0,default_zero_unmatched,unmatched_default_0
0TB77,7,,0,default_zero_unmatched,unmatched_default_0
0TB90,0,,0,default_zero_unmatched,unmatched_default_0
0TB94,4,,0,default_zero_unmatched,unmatched_default_0
0TBB0,0,,0,default_zero_unmatched,unmatched_default_0
0TBB3,3,,0,default_zero_unmatched,unmatched_default_0
0TBB4,4,,0,default_zero_unmatched,unmatched_default_0
0TBB7,7,,0,default_zero_unmatched,unmatched_default_0
0TBB8,8,,0,default_zero_unmatched,unmatched_default_0
0TBD0,0,,0,default_zero_unmatched,unmatched_default_0
0TBD7,7,,0,default_zero_unmatched,unmatched_default_0
0TBD8,8,,0,default_zero_unmatched,unmatched_default_0
0TC00,0,NEPH,0,cdc_nhsn_primary,NEPH + approach 0 -> 0
0TC08,8,,0,default_zero_unmatched,unmatched_default_0
0TC10,0,NEPH,0,cdc_nhsn_primary,NEPH + approach 0 -> 0
0TC14,4,NEPH,0,cdc_nhsn_primary,NEPH + approach 4 -> 0
0TC38,8,,0,default_zero_unmatched,unmatched_default_0
0TC48,8,,0,default_zero_unmatched,unmatched_default_0
0TC60,0,,0,default_zero_unmatched,unmatched_default_0
0TC64,4,,0,default_zero_unmatched,unmatched_default_0
0TC70,0,,0,default_zero_unmatched,unmatched_default_0
0TCB0,0,,0,default_zero_unmatched,unmatched_default_0
0TCB4,4,,0,default_zero_unmatched,unmatched_default_0
0TCB7,7,,0,default_zero_unmatched,unmatched_default_0
0TCB8,8,,0,default_zero_unmatched,unmatched_default_0
0TCBD,D,,0,default_zero_unmatched,unmatched_default_0
0TD00,0,NEPH,0,cdc_nhsn_primary,NEPH + approach 0 -> 0
0TDB0,0,,0,default_zero_unmatched,unmatched_default_0
0TDB3,3,,0,default_zero_unmatched,unmatched_default_0
0TDB7,7,,0,default_zero_unmatched,unmatched_default_0
0TG00,0,,0,default_zero_unmatched,unmatched_default_0
0TGD0,0,,0,default_zero_unmatched,unmatched_default_0
0TH10,0,,0,default_zero_unmatched,unmatched_default_0
0THB0,0,XLAP,1,cdc_nhsn_primary,XLAP + approach 0 -> 1
0THD0,0,XLAP,1,cdc_nhsn_primary,XLAP + approach 0 -> 1
0TJ90,0,,0,default_zero_unmatched,unmatched_default_0
0TJ94,4,,0,default_zero_unmatched,unmatched_default_0
0TJ97,7,,0,default_zero_unmatched,unmatched_default_0
0TJB0,0,,0,default_zero_unmatched,unmatched_default_0
0TJB4,4,,0,default_zero_unmatched,unmatched_default_0
0TJB7,7,,0,default_zero_unmatched,unmatched_default_0
0TJB8,8,,0,default_zero_unmatched,unmatched_default_0
0TJD0,0,,0,default_zero_unmatched,unmatched_default_0
0TL60,0,,0,default_zero_unmatched,unmatched_default_0
0TMD0,0,,0,default_zero_unmatched,unmatched_default_0
0TND0,0,,0,default_zero_unmatched,unmatched_default_0
0TP60,0,,0,default_zero_unmatched,unmatched_default_0
0TQ00,0,,0,default_zero_unmatched,unmatched_default_0
0TQ13,3,,0,default_zero_unmatched,unmatched_default_0
0TQ30,0,,0,default_zero_unmatched,unmatched_default_0
0TQ34,4,,0,default_zero_unmatched,unmatched_default_0
0TQ40,0,,0,default_zero_unmatched,unmatched_default_0
0TQ44,4,,0,default_zero_unmatched,unmatched_default_0
0TQ67,7,,0,default_zero_unmatched,unmatched_default_0
0TQ74,4,,0,default_zero_unmatched,unmatched_default_0
0TQ78,8,,0,default_zero_unmatched,unmatched_default_0
0TQB0,0,,0,default_zero_unmatched,unmatched_default_0
0TQB3,3,,0,default_zero_unmatched,unmatched_default_0
0TQB4,4,,0,default_zero_unmatched,unmatched_default_0
0TQB7,7,,0,default_zero_unmatched,unmatched_default_0
0TQB8,8,,0,default_zero_unmatched,unmatched_default_0
0TQD0,0,,0,default_zero_unmatched,unmatched_default_0
0TQD4,4,,0,default_zero_unmatched,unmatched_default_0
0TQD7,7,,0,default_zero_unmatched,unmatched_default_0
0TQDX,X,,0,default_zero_unmatched,unmatched_default_0
0TRB0,0,,0,default_zero_unmatched,unmatched_default_0
0TRB7,7,,0,default_zero_unmatched,unmatched_default_0
0TSB0,0,,0,default_zero_unmatched,unmatched_default_0
0TSC0,0,,0,default_zero_unmatched,unmatched_default_0
0TSD0,0,,0,default_zero_unmatched,unmatched_default_0
0TT00,0,NEPH,0,cdc_nhsn_primary,NEPH + approach 0 -> 0
0TT04,4,NEPH,0,cdc_nhsn_primary,NEPH + approach 4 -> 0
0TT10,0,NEPH,0,cdc_nhsn_primary,NEPH + approach 0 -> 0
0TT14,4,NEPH,0,cdc_nhsn_primary,NEPH + approach 4 -> 0
0TT20,0,NEPH,0,cdc_nhsn_primary,NEPH + approach 0 -> 0
0TT60,0,,0,default_zero_unmatched,unmatched_default_0
0TT94,4,,0,default_zero_unmatched,unmatched_default_0
0TTB0,0,,0,default_zero_unmatched,unmatched_default_0
0TTB4,4,,0,default_zero_unmatched,unmatched_default_0
0TTB7,7,,0,default_zero_unmatched,unmatched_default_0
0TTB8,8,,0,default_zero_unmatched,unmatched_default_0
0TVB0,0,,0,default_zero_unmatched,unmatched_default_0
0U0G7,7,,0,default_zero_unmatched,unmatched_default_0
0U190,0,,0,default_zero_unmatched,unmatched_default_0
0U490,0,,0,default_zero_unmatched,unmatched_default_0
0U494,4,,0,default_zero_unmatched,unmatched_default_0
0U900,0,OVRY,1,cdc_nhsn_primary,OVRY + approach 0 -> 1
0U990,0,,1,expert_review_override,expert_review_override_1_open_uterine_drainage
0U9C0,0,,0,default_zero_unmatched,unmatched_default_0
0U9GX,X,,0,default_zero_unmatched,unmatched_default_0
0U9J0,0,,0,default_zero_unmatched,unmatched_default_0
0U9L0,0,,0,default_zero_unmatched,unmatched_default_0
0UB00,0,OVRY,1,cdc_nhsn_primary,OVRY + approach 0 -> 1
0UB04,4,OVRY,1,cdc_nhsn_primary,OVRY + approach 4 -> 1
0UB10,0,OVRY,1,cdc_nhsn_primary,OVRY + approach 0 -> 1
0UB14,4,OVRY,1,cdc_nhsn_primary,OVRY + approach 4 -> 1
0UB60,0,,0,default_zero_unmatched,unmatched_default_0
0UB64,4,,0,default_zero_unmatched,unmatched_default_0
0UB90,0,,1,expert_review_override,expert_review_override_1_open_uterine_excision
0UB93,3,,0,default_zero_unmatched,unmatched_default_0
0UB94,4,,1,expert_review_override,expert_review_override_1_laparoscopic_uterine_excision
0UB9F,F,,0,default_zero_unmatched,unmatched_default_0
0UBB7,7,,0,default_zero_unmatched,unmatched_default_0
0UBC0,0,,0,default_zero_unmatched,unmatched_default_0
0UBD0,0,,0,default_zero_unmatched,unmatched_default_0
0UBD4,4,,0,default_zero_unmatched,unmatched_default_0
0UBD7,7,,0,default_zero_unmatched,unmatched_default_0
0UBD8,8,,0,default_zero_unmatched,unmatched_default_0
0UBDF,F,,0,default_zero_unmatched,unmatched_default_0
0UBG0,0,,0,default_zero_unmatched,unmatched_default_0
0UBGF,F,,0,default_zero_unmatched,unmatched_default_0
0UBJ0,0,,0,default_zero_unmatched,unmatched_default_0
0UBL0,0,,0,default_zero_unmatched,unmatched_default_0
0UBM0,0,,0,default_zero_unmatched,unmatched_default_0
0UBM7,7,,0,default_zero_unmatched,unmatched_default_0
0UBMX,X,,0,default_zero_unmatched,unmatched_default_0
0UD94,4,,0,default_zero_unmatched,unmatched_default_0
0UDB7,7,,0,default_zero_unmatched,unmatched_default_0
0UDC7,7,,0,default_zero_unmatched,unmatched_default_0
0UH97,7,,0,default_zero_unmatched,unmatched_default_0
0UJ00,0,,0,default_zero_unmatched,unmatched_default_0
0UJ04,4,,0,default_zero_unmatched,unmatched_default_0
0UJ14,4,,0,default_zero_unmatched,unmatched_default_0
0UJ90,0,,0,default_zero_unmatched,unmatched_default_0
0UJ94,4,,0,default_zero_unmatched,unmatched_default_0
0UJ98,8,,0,default_zero_unmatched,unmatched_default_0
0UJD0,0,,1,expert_review_override,expert_review_override_1_open_uterus_cervix_inspection
0UJD4,4,,1,expert_review_override,expert_review_override_1_laparoscopic_uterus_cervix_inspection
0UJD7,7,,0,default_zero_unmatched,unmatched_default_0
0UJD8,8,,0,default_zero_unmatched,unmatched_default_0
0ULB7,7,,0,default_zero_unmatched,unmatched_default_0
0ULG7,7,,0,default_zero_unmatched,unmatched_default_0
0UN04,4,OVRY,1,cdc_nhsn_primary,OVRY + approach 4 -> 1
0UND0,0,,0,default_zero_unmatched,unmatched_default_0
0UPD7,7,,0,default_zero_unmatched,unmatched_default_0
0UPDX,X,,0,default_zero_unmatched,unmatched_default_0
0UQ00,0,OVRY,1,cdc_nhsn_primary,OVRY + approach 0 -> 1
0UQ04,4,OVRY,1,cdc_nhsn_primary,OVRY + approach 4 -> 1
0UQ14,4,OVRY,1,cdc_nhsn_primary,OVRY + approach 4 -> 1
0UQ90,0,,1,expert_review_override,expert_review_override_1_open_uterine_repair
0UQ94,4,,1,expert_review_override,expert_review_override_1_laparoscopic_uterine_repair
0UQB0,0,,0,default_zero_unmatched,unmatched_default_0
0UQD0,0,,0,default_zero_unmatched,unmatched_default_0
0UQG0,0,,0,default_zero_unmatched,unmatched_default_0
0UQG7,7,,0,default_zero_unmatched,unmatched_default_0
0UQM0,0,,0,default_zero_unmatched,unmatched_default_0
0UR90,0,,0,default_zero_unmatched,unmatched_default_0
0US94,4,,1,expert_review_override,expert_review_override_1_laparoscopic_uterine_reposition
0USG0,0,,0,default_zero_unmatched,unmatched_default_0
0USG4,4,,0,default_zero_unmatched,unmatched_default_0
0UT00,0,OVRY,1,cdc_nhsn_primary,OVRY + approach 0 -> 1
0UT04,4,OVRY,1,cdc_nhsn_primary,OVRY + approach 4 -> 1
0UT10,0,OVRY,1,cdc_nhsn_primary,OVRY + approach 0 -> 1
0UT14,4,OVRY,1,cdc_nhsn_primary,OVRY + approach 4 -> 1
0UT50,0,,0,default_zero_unmatched,unmatched_default_0
0UT54,4,,0,default_zero_unmatched,unmatched_default_0
0UT64,4,,0,default_zero_unmatched,unmatched_default_0
0UT90,0,HYST,1,cdc_nhsn_primary,HYST + approach 0 -> 1
0UT94,4,HYST,1,cdc_nhsn_primary,HYST + approach 4 -> 1
0UT9F,F,HYST,1,cdc_nhsn_primary,HYST + approach F -> 1
0UT9X,X,,0,default_zero_unmatched,unmatched_default_0
0UTC0,0,,0,default_zero_unmatched,unmatched_default_0
0UTC4,4,,0,default_zero_unmatched,unmatched_default_0
0UTD0,0,,0,default_zero_unmatched,unmatched_default_0
0UTG0,0,,0,default_zero_unmatched,unmatched_default_0
0UTG4,4,,0,default_zero_unmatched,unmatched_default_0
0UTGF,F,,0,default_zero_unmatched,unmatched_default_0
0UVC0,0,,0,default_zero_unmatched,unmatched_default_0
0UVC3,3,,0,default_zero_unmatched,unmatched_default_0
0UY04,4,,0,default_zero_unmatched,unmatched_default_0
0V150,0,,0,default_zero_unmatched,unmatched_default_0
0V1N0,0,,0,default_zero_unmatched,unmatched_default_0
0V1S0,0,,0,default_zero_unmatched,unmatched_default_0
0V900,0,PRST,0,cdc_nhsn_primary,PRST + approach 0 -> 0
0V907,7,,0,default_zero_unmatched,unmatched_default_0
0V90X,X,,0,default_zero_unmatched,unmatched_default_0
0V950,0,,0,default_zero_unmatched,unmatched_default_0
0V993,3,,0,default_zero_unmatched,unmatched_default_0
0V9S0,0,,0,default_zero_unmatched,unmatched_default_0
0VB00,0,PRST,0,cdc_nhsn_primary,PRST + approach 0 -> 0
0VB03,3,,0,default_zero_unmatched,unmatched_default_0
0VB04,4,PRST,0,cdc_nhsn_primary,PRST + approach 4 -> 0
0VB07,7,,0,default_zero_unmatched,unmatched_default_0
0VB08,8,,0,default_zero_unmatched,unmatched_default_0
0VB50,0,,0,default_zero_unmatched,unmatched_default_0
0VB60,0,,0,default_zero_unmatched,unmatched_default_0
0VB70,0,,0,default_zero_unmatched,unmatched_default_0
0VB94,4,,0,default_zero_unmatched,unmatched_default_0
0VBF0,0,,0,default_zero_unmatched,unmatched_default_0
0VBG0,0,,0,default_zero_unmatched,unmatched_default_0
0VBG4,4,,0,default_zero_unmatched,unmatched_default_0
0VBJ0,0,,0,default_zero_unmatched,unmatched_default_0
0VBS0,0,,0,default_zero_unmatched,unmatched_default_0
0VC00,0,,0,default_zero_unmatched,unmatched_default_0
0VC08,8,,0,default_zero_unmatched,unmatched_default_0
0VHS0,0,,0,default_zero_unmatched,unmatched_default_0
0VN00,0,,0,default_zero_unmatched,unmatched_default_0
0VNS0,0,,0,default_zero_unmatched,unmatched_default_0
0VQN0,0,,0,default_zero_unmatched,unmatched_default_0
0VQS0,0,,0,default_zero_unmatched,unmatched_default_0
0VQS4,4,,0,default_zero_unmatched,unmatched_default_0
0VR00,0,,0,default_zero_unmatched,unmatched_default_0
0VR90,0,,0,default_zero_unmatched,unmatched_default_0
0VR9X,X,,0,default_zero_unmatched,unmatched_default_0
0VS50,0,,0,default_zero_unmatched,unmatched_default_0
